utterance	note	who	sentence
ParlaMint-UA_2017-02-07-m1.u6	МУШАК О.П.	#ОлексійПетровичМушак.1982	31-а, [Мушак](ParlaMint-UA_2017-02-07-m1.u5.p13.s1.w4). 
ParlaMint-UA_2017-02-07-m1.u6	МУШАК О.П.	#ОлексійПетровичМушак.1982	52-а, [Мушак](ParlaMint-UA_2017-02-07-m1.u5.p16.s1.w4). 
ParlaMint-UA_2017-02-07-m1.u8	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	93-я, [Семенуха](ParlaMint-UA_2017-02-07-m1.u7.p7.s1.w3). 
ParlaMint-UA_2017-02-07-m1.u11	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	124-а, [Левченко](ParlaMint-UA_2017-02-07-m1.u10.p5.s1.w4). 
ParlaMint-UA_2017-02-07-m1.u11	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	[Левченко](ParlaMint-UA_2017-02-07-m1.u10.p5.s5.w1), будь ласка. 
ParlaMint-UA_2017-02-07-m1.u14	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	Отже, колеги, я ставлю на голосування поправку 124 народного депутата [Левченка](ParlaMint-UA_2017-02-07-m1.u13.p3.s1.w13), комітет її не підтримав. 
ParlaMint-UA_2017-02-07-m1.u14	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	Отже, підняв руку тільки [Юрій](ParlaMint-UA_2017-02-07-m1.u13.p12.s3.w6) [Левченко](ParlaMint-UA_2017-02-07-m1.u13.p12.s3.w7), я правильно розумію? 
ParlaMint-UA_2017-02-07-m1.u14	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	Тоді, будь ласка, включіть мікрофон пану [Юрію](ParlaMint-UA_2017-02-07-m1.u13.p12.s6.w9) [Левченку](ParlaMint-UA_2017-02-07-m1.u13.p12.s6.w10), хай озвучить свої поправки. 
ParlaMint-UA_2017-02-07-m1.u18	ДАНЧЕНКО О.І.	#ОлександрІвановичДанченко.1974	Одну хвилину, заключне слово – [Данченко](ParlaMint-UA_2017-02-07-m1.u17.p2.s3.w7) [Олександр](ParlaMint-UA_2017-02-07-m1.u17.p2.s3.w8) Іванович. 
ParlaMint-UA_2017-02-07-m1.u18	ДАНЧЕНКО О.І.	#ОлександрІвановичДанченко.1974	Одну хвилину, заключне слово – [Данченко](ParlaMint-UA_2017-02-07-m1.u17.p2.s3.w7) Олександр [Іванович](ParlaMint-UA_2017-02-07-m1.u17.p2.s3.w9). 
ParlaMint-UA_2017-02-07-m1.u28	ДАНЧЕНКО О.І.	#ОлександрІвановичДанченко.1974	І я запрошую до доповіді голову Комітету з питань інформатизації [Данченка](ParlaMint-UA_2017-02-07-m1.u27.p2.s3.w11) [Олександра](ParlaMint-UA_2017-02-07-m1.u27.p2.s3.w12) Івановича. 
ParlaMint-UA_2017-02-07-m1.u28	ДАНЧЕНКО О.І.	#ОлександрІвановичДанченко.1974	І я запрошую до доповіді голову Комітету з питань інформатизації [Данченка](ParlaMint-UA_2017-02-07-m1.u27.p2.s3.w11) Олександра [Івановича](ParlaMint-UA_2017-02-07-m1.u27.p2.s3.w13). 
ParlaMint-UA_2017-02-07-m1.u32	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	Поправка номер 6, народного депутата [Левченка](ParlaMint-UA_2017-02-07-m1.u31.p3.s1.w7). 
ParlaMint-UA_2017-02-07-m1.u32	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	Народний депутат [Левченко](ParlaMint-UA_2017-02-07-m1.u31.p23.s2.w3) вважає, що 238 правка не врахована. 
ParlaMint-UA_2017-02-07-m1.u32	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	Будь ласка, мікрофон народному депутату [Левченку](ParlaMint-UA_2017-02-07-m1.u31.p23.s3.w7) увімкніть. 
ParlaMint-UA_2017-02-07-m1.u34	МАРТОВИЦЬКИЙ А.В.	#АртурВолодимировичМартовицький.1964	263-я, народний депутат [Мартовицький](ParlaMint-UA_2017-02-07-m1.u33.p5.s1.w5). 
ParlaMint-UA_2017-02-07-m1.u34	МАРТОВИЦЬКИЙ А.В.	#АртурВолодимировичМартовицький.1964	277-а, [Мартовицький](ParlaMint-UA_2017-02-07-m1.u33.p8.s1.w4). 
ParlaMint-UA_2017-02-07-m1.u34	МАРТОВИЦЬКИЙ А.В.	#АртурВолодимировичМартовицький.1964	[Мартовицький](ParlaMint-UA_2017-02-07-m1.u33.p10.s1.w1), 283-я. 
ParlaMint-UA_2017-02-07-m1.u34	МАРТОВИЦЬКИЙ А.В.	#АртурВолодимировичМартовицький.1964	323-я, [Мартовицький](ParlaMint-UA_2017-02-07-m1.u33.p19.s1.w3). 
ParlaMint-UA_2017-02-07-m1.u34	МАРТОВИЦЬКИЙ А.В.	#АртурВолодимировичМартовицький.1964	Будь ласка, народному депутату [Мартовицькому](ParlaMint-UA_2017-02-07-m1.u33.p20.s1.w6) увімкніть мікрофон. 
ParlaMint-UA_2017-02-07-m1.u36	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	Поправка 333 народного депутата [Семенухи](ParlaMint-UA_2017-02-07-m1.u35.p5.s1.w5) врахована була частково. 
ParlaMint-UA_2017-02-07-m1.u36	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	Ваш колега народний депутат [Семенуха](ParlaMint-UA_2017-02-07-m1.u35.p6.s3.w5) наполягає на її підтвердженні. 
ParlaMint-UA_2017-02-07-m1.u38	ДАНЧЕНКО О.І.	#ОлександрІвановичДанченко.1974	І автора цієї поправки [Олександра](ParlaMint-UA_2017-02-07-m1.u37.p2.s3.w5) [Данченка](ParlaMint-UA_2017-02-07-m1.u37.p2.s3.w6). 
ParlaMint-UA_2017-02-07-m1.u44	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	348-а, народного депутата [Семенухи](ParlaMint-UA_2017-02-07-m1.u43.p5.s1.w7). 
ParlaMint-UA_2017-02-07-m1.u44	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	Народний депутат [Семенуха](ParlaMint-UA_2017-02-07-m1.u43.p6.s1.w3) просить повернутися до поправки 344, яка була врахована частково. 
ParlaMint-UA_2017-02-07-m1.u48	ІВЧЕНКО В.Є.	#ВадимЄвгеновичІвченко.1980	Далі рухаємося: 378-а, народний депутат [Івченко](ParlaMint-UA_2017-02-07-m1.u47.p17.s1.w10). 
ParlaMint-UA_2017-02-07-m1.u48	ІВЧЕНКО В.Є.	#ВадимЄвгеновичІвченко.1980	Будь ласка, народному депутату [Івченко](ParlaMint-UA_2017-02-07-m1.u47.p17.s3.w6), мікрофон. 
ParlaMint-UA_2017-02-07-m1.u50	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	Поправка 391, [Семенуха](ParlaMint-UA_2017-02-07-m1.u49.p2.s1.w4). 
ParlaMint-UA_2017-02-07-m1.u50	СЕМЕНУХА Р.С.	#РоманСергійовичСеменуха.1977	404-а, [Семенуха](ParlaMint-UA_2017-02-07-m1.u49.p4.s1.w4). 
ParlaMint-UA_2017-02-07-m1.u52	ЛЕВЧЕНКО Ю.В.	#ЮрійВолодимировичЛевченко.1984	Зараз прошу включити мікрофон [Левченкові](ParlaMint-UA_2017-02-07-m1.u51.p4.s1.w5) для оголошення шостої поправки. 
ParlaMint-UA_2017-02-07-m1.u56	ЗАЛІЩУК С.П.	#СвітланаПетрівнаЗаліщук.1982	І я запрошую до доповіді народного депутата України [Заліщук](ParlaMint-UA_2017-02-07-m1.u55.p17.s1.w9) [Світлану](ParlaMint-UA_2017-02-07-m1.u55.p17.s1.w10) Петрівну. 
ParlaMint-UA_2017-02-07-m1.u56	ЗАЛІЩУК С.П.	#СвітланаПетрівнаЗаліщук.1982	І я запрошую до доповіді народного депутата України [Заліщук](ParlaMint-UA_2017-02-07-m1.u55.p17.s1.w9) Світлану [Петрівну](ParlaMint-UA_2017-02-07-m1.u55.p17.s1.w11). 
ParlaMint-UA_2017-02-07-m1.u62	ГОПКО Г.М.	#ГаннаМиколаївнаГопко.1982	До співдоповіді запрошується голова Комітету Верховної Ради України у закордонних справах [Гопко](ParlaMint-UA_2017-02-07-m1.u61.p2.s1.w12) [Ганна](ParlaMint-UA_2017-02-07-m1.u61.p2.s1.w13) Миколаївна, будь ласка. 
ParlaMint-UA_2017-02-07-m1.u62	ГОПКО Г.М.	#ГаннаМиколаївнаГопко.1982	До співдоповіді запрошується голова Комітету Верховної Ради України у закордонних справах [Гопко](ParlaMint-UA_2017-02-07-m1.u61.p2.s1.w12) Ганна [Миколаївна](ParlaMint-UA_2017-02-07-m1.u61.p2.s1.w14), будь ласка. 
ParlaMint-UA_2017-02-07-m1.u64	НАЙЄМ М.	НАЙЄМ М.	[Мустафа](ParlaMint-UA_2017-02-07-m1.u63.p3.s1.w1) [Найєм](ParlaMint-UA_2017-02-07-m1.u63.p3.s1.w2). 
ParlaMint-UA_2017-02-07-m1.u66	ЛУЦЕНКО І.В.	#ІгорВікторовичЛуценко.1978	Будь ласка, [Ігор](ParlaMint-UA_2017-02-07-m1.u65.p2.s1.w4) [Луценко](ParlaMint-UA_2017-02-07-m1.u65.p2.s1.w5) від "Батьківщини" 
ParlaMint-UA_2017-02-07-m1.u68	СОБОЛЄВ Є.В.	#ЄгорВікторовичСоболєв.1977	[Єгор](ParlaMint-UA_2017-02-07-m1.u67.p2.s1.w1) [Соболєв](ParlaMint-UA_2017-02-07-m1.u67.p2.s1.w2), фракція "Самопоміч". 
ParlaMint-UA_2017-02-07-m1.u70	ШУРМА І.М.	#ІгорМихайловичШурма.1958	[Шурма](ParlaMint-UA_2017-02-07-m1.u69.p1.s1.w1) [Ігор](ParlaMint-UA_2017-02-07-m1.u69.p1.s1.w2) Михайлович від фракції "Опозиційний блок". 
ParlaMint-UA_2017-02-07-m1.u70	ШУРМА І.М.	#ІгорМихайловичШурма.1958	[Шурма](ParlaMint-UA_2017-02-07-m1.u69.p1.s1.w1) Ігор [Михайлович](ParlaMint-UA_2017-02-07-m1.u69.p1.s1.w3) від фракції "Опозиційний блок". 
ParlaMint-UA_2017-02-07-m1.u72	ЛІНЬКО Д.В.	#ДмитроВолодимировичЛінько.1987	Від Радикальної партії – [Лінько](ParlaMint-UA_2017-02-07-m1.u71.p1.s1.w5). 
ParlaMint-UA_2017-02-07-m1.u74	ЧОРНОВОЛ Т.М.	#ТетянаМиколаївнаЧорновол.1979	Від "Народного фронту", [Тетяна](ParlaMint-UA_2017-02-07-m1.u73.p3.s1.w7) [Чорновол](ParlaMint-UA_2017-02-07-m1.u73.p3.s1.w8), дві хвилини. 
ParlaMint-UA_2017-02-07-m1.u76	ІЛЛЄНКО А.Ю.	#АндрійЮрійовичІллєнко.1987	Будь ласка, [Іллєнко](ParlaMint-UA_2017-02-07-m1.u75.p1.s1.w4), одна хвилина. 
ParlaMint-UA_2017-02-07-m1.u78	ГЕРАЩЕНКО І.В.	#ІринаВолодимирівнаГеращенко.1971	Запрошую до слова першого заступника Голови Верховної Ради України [Ірину](ParlaMint-UA_2017-02-07-m1.u77.p2.s1.w10) [Геращенко](ParlaMint-UA_2017-02-07-m1.u77.p2.s1.w11). 
ParlaMint-UA_2017-02-07-m1.u80	НАЙЄМ М.	НАЙЄМ М.	Це є законопроект народний депутата [Найєма](ParlaMint-UA_2017-02-07-m1.u79.p15.s3.w6). 
ParlaMint-UA_2017-02-07-m1.u80	НАЙЄМ М.	НАЙЄМ М.	І я запрошую до доповіді [Мустафу](ParlaMint-UA_2017-02-07-m1.u79.p20.s1.w6) [Найєма](ParlaMint-UA_2017-02-07-m1.u79.p20.s1.w7). 
ParlaMint-UA_2017-02-07-m1.u86	СПІВАКОВСЬКИЙ О.В.	#ОлександрВолодимировичСпіваковський.1957	До співдоповіді запрошую першого заступника голови Комітету з питань науки і освіти [Співаковського](ParlaMint-UA_2017-02-07-m1.u85.p2.s1.w13) Олександра Володимировича. 
ParlaMint-UA_2017-02-07-m1.u88	РОМАНОВА А.А.	#АннаАнатоліївнаРоманова.1985	Будь ласка, пані [Романова](ParlaMint-UA_2017-02-07-m1.u87.p3.s1.w5) від "Самопомочі". 
ParlaMint-UA_2017-02-07-m1.u96	РЯБЧИН О.М.	#ОлексійМихайловичРябчин.1983	Від фракції "Батьківщина" – народний депутат [Олексій](ParlaMint-UA_2017-02-07-m1.u95.p2.s1.w9) [Рябчин](ParlaMint-UA_2017-02-07-m1.u95.p2.s1.w10). 
ParlaMint-UA_2017-02-07-m1.u98	ПАВЛЕНКО Ю.О.	#ЮрійОлексійовичПавленко.1975	Будь ласка, від "Опозиційного блоку" [Юрій](ParlaMint-UA_2017-02-07-m1.u97.p2.s1.w9) [Павленко](ParlaMint-UA_2017-02-07-m1.u97.p2.s1.w10) і потім Максим Бурбак від "Народного фронту". 
ParlaMint-UA_2017-02-07-m1.u102	БУРБАК М.Ю.	#МаксимЮрійовичБурбак.1976	Будь ласка, [Максим](ParlaMint-UA_2017-02-07-m1.u101.p2.s1.w4) [Бурбак](ParlaMint-UA_2017-02-07-m1.u101.p2.s1.w5) від "Народного фронту" . 
ParlaMint-UA_2017-02-07-m1.u104	СИЛАНТЬЄВ Д.О.	#ДенисОлеговичСилантьєв.1976	І я запрошую до доповіді заступника голови Комітету з питань сім'ї, молодіжної політики та спорту [Силантьєва](ParlaMint-UA_2017-02-07-m1.u103.p7.s1.w17) Дениса Олеговича. 
ParlaMint-UA_2017-02-07-m1.u106	ГУСАК В.Г.	#ВолодимирГеоргійовичГусак.1974	4-а, [Гусак](ParlaMint-UA_2017-02-07-m1.u105.p3.s1.w5). 
ParlaMint-UA_2017-02-07-m1.u106	ГУСАК В.Г.	#ВолодимирГеоргійовичГусак.1974	І 9-а, [Гусак](ParlaMint-UA_2017-02-07-m1.u105.p4.s1.w5). 
ParlaMint-UA_2017-02-08-m0.u2	НІМЧЕНКО В.І.	#ВасильІвановичНімченко.1950	[Німченко](ParlaMint-UA_2017-02-08-m0.u1.p6.s1.w1) [Василь](ParlaMint-UA_2017-02-08-m0.u1.p6.s1.w2) [Іванович](ParlaMint-UA_2017-02-08-m0.u1.p6.s1.w3), будь ласка. 
ParlaMint-UA_2017-02-08-m0.u6	КУПРІЙ В.М.	#ВіталійМиколайовичКупрій.1973	Будь ласка, до слова запрошується позафракційний народний депутат пан [Купрій](ParlaMint-UA_2017-02-08-m0.u5.p2.s1.w11). 
ParlaMint-UA_2017-02-08-m0.u8	ГУЛЯЄВ В.О.	#ВасильОлександровичГуляєв.1963	Будь ласка, пане [Гуляєв](ParlaMint-UA_2017-02-08-m0.u7.p3.s2.w5). 
ParlaMint-UA_2017-02-08-m0.u10	ДУНАЄВ С.В.	#СергійВолодимировичДунаєв.1973	Будь ласка, пане [Дунаєв](ParlaMint-UA_2017-02-08-m0.u9.p2.s3.w5). 
ParlaMint-UA_2017-02-08-m0.u12	ЛИТВИН В.М.	#ВолодимирМихайловичЛитвин.1956	Ні, він передає слово своєму колезі шановному [Володимиру](ParlaMint-UA_2017-02-08-m0.u11.p2.s2.w9) [Михайловичу](ParlaMint-UA_2017-02-08-m0.u11.p2.s2.w10) [Литвину](ParlaMint-UA_2017-02-08-m0.u11.p2.s2.w11). 
ParlaMint-UA_2017-02-08-m0.u14	ВІЛКУЛ О.Ю.	#ОлександрЮрійовичВілкул.1974	А, він передає слово колезі [Вілкулу](ParlaMint-UA_2017-02-08-m0.u13.p2.s2.w7). 
ParlaMint-UA_2017-02-08-m0.u14	ВІЛКУЛ О.Ю.	#ОлександрЮрійовичВілкул.1974	Будь ласка, пане [Вілкул](ParlaMint-UA_2017-02-08-m0.u13.p2.s3.w5). 
ParlaMint-UA_2017-02-08-m0.u18	ЛЯШКО О.В.	#ОлегВалерійовичЛяшко.1972	Будь ласка, [Олег](ParlaMint-UA_2017-02-08-m0.u17.p2.s1.w4) [Ляшко](ParlaMint-UA_2017-02-08-m0.u17.p2.s1.w5) від Радикальної партії, будь ласка. 
