alias	org	id	from	to
Іван Васильович Попеску	ВРУ	ІванВасильовичПопеску.1964	2006-05-25	2007-11-23
Попеску І.В.Іван Васильович ПопескуПопеску І.В.	ВРУ	ІванВасильовичПопеску.1964	2007-11-23	2012-12-12
Іван Васильович Попеску	ВРУ	ІванВасильовичПопеску.1964	2007-11-23	2012-12-12
Попеску І.В.Іван Васильович ПопескуПопеску І.В.	ВРУ	ІванВасильовичПопеску.1964	2012-12-12	2014-11-27
Іван Васильович Попеску	ВРУ	ІванВасильовичПопеску.1964	2012-12-12	2014-11-27
Попеску І.В.Іван Васильович ПопескуСподаренко І.В.		ІванВасильовичСподаренко.1931		
Іван Васильович Сподаренко		ІванВасильовичСподаренко.1931		
Сподаренко І.В.	ВРУ	ІванВасильовичСподаренко.1931	2002-05-14	2006-05-25
Іван Васильович Сподаренко	ВРУ	ІванВасильовичСподаренко.1931	2002-05-14	2006-05-25
Сподаренко І.В.	ВРУ	ІванВасильовичСподаренко.1931	2006-05-25	2007-11-23
Іван Васильович Сподаренко	ВРУ	ІванВасильовичСподаренко.1931	2006-05-25	2007-11-23
Сподаренко І.В.	ВРУ	ІванВасильовичСподаренко.1931	2007-11-23	2009-12-17
Іван Васильович Сподаренко	ВРУ	ІванВасильовичСподаренко.1931	2007-11-23	2009-12-17
Сподаренко І.В.Іван Васильович СподаренкоМірошніченко І.В.		ІванВолодимировичМірошніченко.1972		
Іван Володимирович Мірошніченко		ІванВолодимировичМірошніченко.1972		
Мірошніченко І.В.	ВРУ	ІванВолодимировичМірошніченко.1972	2014-11-27	2019-08-29
Іван Володимирович Мірошніченко	ВРУ	ІванВолодимировичМірошніченко.1972	2014-11-27	2019-08-29
Мірошніченко І.В.Іван Володимирович МірошніченкоФурсін І.Г.		ІванГеннадійовичФурсін.1971		
Іван Геннадійович Фурсін		ІванГеннадійовичФурсін.1971		
Фурсін І.Г.	ВРУ	ІванГеннадійовичФурсін.1971	2012-12-12	2014-11-27
Іван Геннадійович Фурсін	ВРУ	ІванГеннадійовичФурсін.1971	2012-12-12	2014-11-27
Фурсін І.Г.Іван Геннадійович ФурсінФурсін І.Г.	ВРУ	ІванГеннадійовичФурсін.1971	2014-11-27	2019-08-29
Іван Геннадійович Фурсін	ВРУ	ІванГеннадійовичФурсін.1971	2014-11-27	2019-08-29
Фурсін І.Г.Іван Геннадійович ФурсінКириленко І.Г.		ІванГригоровичКириленко.1956		
Іван Григорович Кириленко		ІванГригоровичКириленко.1956		
Кириленко І.Г.	ВРУ	ІванГригоровичКириленко.1956	2002-05-14	2003-03-06
Іван Григорович Кириленко	ВРУ	ІванГригоровичКириленко.1956	2002-05-14	2003-03-06
Кириленко І.Г.	ВРУ	ІванГригоровичКириленко.1956	2006-05-25	2007-06-15
Іван Григорович Кириленко	ВРУ	ІванГригоровичКириленко.1956	2006-05-25	2007-06-15
Кириленко І.Г.Іван Григорович КириленкоКириленко І.Г.	ВРУ	ІванГригоровичКириленко.1956	2007-11-23	2012-12-12
Іван Григорович Кириленко	ВРУ	ІванГригоровичКириленко.1956	2007-11-23	2012-12-12
Кириленко І.Г.Іван Григорович КириленкоКириленко І.Г.	ВРУ	ІванГригоровичКириленко.1956	2012-12-12	2014-11-27
Іван Григорович Кириленко	ВРУ	ІванГригоровичКириленко.1956	2012-12-12	2014-11-27
Кириленко І.Г.Іван Григорович КириленкоКириленко І.Г.	ВРУ	ІванГригоровичКириленко.1956	2014-11-27	2019-08-29
Іван Григорович Кириленко	ВРУ	ІванГригоровичКириленко.1956	2014-11-27	2019-08-29
Кириленко І.Г.Іван Григорович КириленкоКириленко І.Г.	ВРУ	ІванГригоровичКириленко.1956	2019-08-29	
Іван Григорович Кириленко	ВРУ	ІванГригоровичКириленко.1956	2019-08-29	
Кириленко І.Г.Іван Григорович КириленкоСпориш І.Д.		ІванДмитровичСпориш.1959		
Іван Дмитрович Спориш		ІванДмитровичСпориш.1959		
Спориш І.Д.	ВРУ	ІванДмитровичСпориш.1959	2014-11-27	2019-08-29
Іван Дмитрович Спориш	ВРУ	ІванДмитровичСпориш.1959	2014-11-27	2019-08-29
Спориш І.Д.Іван Дмитрович СпоришБондарчук І.М.		ІванМиколайовичБондарчук.1944		
Іван Миколайович Бондарчук		ІванМиколайовичБондарчук.1944		
Бондарчук І.М.	ВРУ	ІванМиколайовичБондарчук.1944	2006-05-25	2007-11-23
Іван Миколайович Бондарчук	ВРУ	ІванМиколайовичБондарчук.1944	2006-05-25	2007-11-23
Мирний І.М.		ІванМиколайовичМирний.1954		
Іван Миколайович Мирний		ІванМиколайовичМирний.1954		
Мирний І.М.	ВРУ	ІванМиколайовичМирний.1954	2007-11-23	2012-12-12
Іван Миколайович Мирний	ВРУ	ІванМиколайовичМирний.1954	2007-11-23	2012-12-12
Мирний І.М.Іван Миколайович МирнийМирний І.М.	ВРУ	ІванМиколайовичМирний.1954	2013-02-22	2014-11-27
Іван Миколайович Мирний	ВРУ	ІванМиколайовичМирний.1954	2013-02-22	2014-11-27
Мирний І.М.	ВРУ	ІванМиколайовичМирний.1954	2014-11-27	2019-08-29
Іван Миколайович Мирний	ВРУ	ІванМиколайовичМирний.1954	2014-11-27	2019-08-29
Мирний І.М.Іван Миколайович МирнийРішняк І.М.		ІванМиколайовичРішняк.1946		
Іван Миколайович Рішняк		ІванМиколайовичРішняк.1946		
Рішняк І.М.	ВРУ	ІванМиколайовичРішняк.1946	2002-05-14	2006-05-25
Іван Миколайович Рішняк	ВРУ	ІванМиколайовичРішняк.1946	2002-05-14	2006-05-25
Бастрига І.М.		ІванМихайловичБастрига.1937		
Іван Михайлович Бастрига		ІванМихайловичБастрига.1937		
Бастрига І.М.	ВРУ	ІванМихайловичБастрига.1937	2002-05-14	2006-05-25
Іван Михайлович Бастрига	ВРУ	ІванМихайловичБастрига.1937	2002-05-14	2006-05-25
Різак І.М.		ІванМихайловичРізак.1965		
Іван Михайлович Різак		ІванМихайловичРізак.1965		
Різак І.М.	ВРУ	ІванМихайловичРізак.1965	2002-05-14	2002-10-17
Іван Михайлович Різак	ВРУ	ІванМихайловичРізак.1965	2002-05-14	2002-10-17
Стойко І.М.		ІванМихайловичСтойко.1961		
Іван Михайлович Стойко		ІванМихайловичСтойко.1961		
Стойко І.М.	ВРУ	ІванМихайловичСтойко.1961	2002-05-14	2005-06-15
Іван Михайлович Стойко	ВРУ	ІванМихайловичСтойко.1961	2002-05-14	2005-06-15
Стойко І.М.	ВРУ	ІванМихайловичСтойко.1961	2007-11-23	2012-12-12
Іван Михайлович Стойко	ВРУ	ІванМихайловичСтойко.1961	2007-11-23	2012-12-12
Стойко І.М.Іван Михайлович СтойкоСтойко І.М.	ВРУ	ІванМихайловичСтойко.1961	2012-12-12	2014-11-27
Іван Михайлович Стойко	ВРУ	ІванМихайловичСтойко.1961	2012-12-12	2014-11-27
Стойко І.М.Іван Михайлович СтойкоГерасимов І.О.		ІванОлександровичГерасимов.1921		
Іван Олександрович Герасимов		ІванОлександровичГерасимов.1921		
Герасимов І.О.	ВРУ	ІванОлександровичГерасимов.1921	2002-05-14	2006-05-25
Іван Олександрович Герасимов	ВРУ	ІванОлександровичГерасимов.1921	2002-05-14	2006-05-25
Герасимов І.О.Іван Олександрович ГерасимовГерасимов І.О.	ВРУ	ІванОлександровичГерасимов.1921	2006-05-25	2007-11-23
Іван Олександрович Герасимов	ВРУ	ІванОлександровичГерасимов.1921	2006-05-25	2007-11-23
Герасимов І.О.Іван Олександрович ГерасимовГерасимов І.О.	ВРУ	ІванОлександровичГерасимов.1921	2007-11-23	2008-06-04
Іван Олександрович Герасимов	ВРУ	ІванОлександровичГерасимов.1921	2007-11-23	2008-06-04
Герасимов І.О.Іван Олександрович ГерасимовЗаєць І.О.		ІванОлександровичЗаєць.1952		
Іван Олександрович Заєць		ІванОлександровичЗаєць.1952		
Заєць І.О.	ВРУ	ІванОлександровичЗаєць.1952	2002-05-14	2006-05-25
Іван Олександрович Заєць	ВРУ	ІванОлександровичЗаєць.1952	2002-05-14	2006-05-25
Заєць І.О.	ВРУ	ІванОлександровичЗаєць.1952	2007-11-23	2012-12-12
Іван Олександрович Заєць	ВРУ	ІванОлександровичЗаєць.1952	2007-11-23	2012-12-12
